PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,CRIME-CHILDREN,CRIME-THEFT,CRIME RATE,Estimate,COMMI,RENT
P07712,KK Nagar,1389,57,2,1,4,No,4.1,3.4,3.75,4466360,133991,13399.1
P06697,Velachery,1964,30,3,2,5,Yes,3.3,4.5,3.9,6599740,208413,20841.3
P07017,Velachery,1806,108,3,2,5,Yes,3.2,3.9,3.55,5534670,253013,25301.3
P03082,Karapakkam,738,95,1,1,2,No,2.5,4.8,3.65,2500370,94609,9460.9
P07018,Chrompet,822,84,1,1,3,No,4.7,3.2,3.95,2177850,117269,11726.9
P07394,Chrompet,705,167,1,1,2,No,3.6,2.5,3.05,1860850,57257,5725.7
P09688,Velachery,1866,79,3,2,5,Yes,3.3,3.6,3.45,4499490,304804,30480.4
P08187,Adyar,884,160,1,1,3,Yes,2.3,2,2.15,4544080,81560,8156
P04284,Karapakkam,741,13,1,1,2,No,3.6,4.4,4,1666300,47609,4760.9
P04152,Chrompet,836,120,1,1,3,No,2.2,4.6,3.4,2043100,65379,6537.9
P06281,Velachery,1983,144,3,2,5,No,4.7,2.8,3.75,3450290,163889,16388.9
P01805,Chrompet,704,143,1,1,2,No,3.6,2.7,3.15,2231790,79707,7970.7
P06286,Chrompet,733,42,1,1,2,Yes,3.8,3.7,3.75,2880890,52380,5238
P03241,Karapakkam,1432,93,2,2,4,Yes,3,3.3,3.15,3170080,128785,12878.5
P06839,KK Nagar,1378,196,2,1,4,Yes,3,2.7,2.85,3424070,108128,10812.8
P10025,Velachery,1639,50,2,1,4,Yes,2.1,4,3.05,3793600,122734,12273.4
P04889,KK Nagar,1727,125,2,1,4,Yes,2.8,4.4,3.6,7514820,135267,13526.7
P08213,KK Nagar,2149,168,3,2,5,Yes,3.8,2.8,3.3,7885720,262857,26285.7
P04351,Adyar,819,130,1,1,3,Yes,4,4.1,4.05,4211390,140380,14038
P00798,T Nagar,1853,37,2,1,5,No,2.5,2.9,2.7,6821740,308079,30807.9
P08423,T Nagar,1523,131,1,1,4,No,5,5,5,4590030,223299,22329.9
P00885,Anna Nagar,1942,198,2,1,5,Yes,2.2,3.6,2.9,4546370,87994,8799.4
P02049,Karapakkam,1421,44,2,2,4,Yes,5,2.1,3.55,2555310,60521,6052.1
P09286,Chrompet,834,58,1,1,3,No,2.1,2.7,2.4,2906500,100610,10061
P08668,T Nagar,1561,75,1,1,4,No,4,4.2,4.1,5653590,200611,20061.1
P02525,Anna Nagar,1676,170,1,1,4,No,4.9,3.4,4.15,3983260,96890,9689
P02975,Anna Nagar,1714,30,1,1,4,Yes,3.6,3.6,3.6,5277040,92348,9234.8
P04545,Karapakkam,1059,114,1,1,3,Yes,2,2.6,2.3,3703910,68910,6891
P02346,Adyar,937,78,1,1,3,Yes,2.9,4.9,3.9,2513790,27176,2717.6
P09850,Velachery,1654,124,2,1,4,No,2.3,3,2.65,4701690,174634,17463.4
P01531,Adyar,613,102,1,1,2,No,2.7,4.5,3.6,2422960,42758,4275.8
P03285,Karapakkam,1652,66,2,2,4,Yes,2,3.6,2.8,2199610,85146,8514.6
P09669,Velachery,1827,33,3,2,5,Yes,4.2,3.9,4.05,4602210,201347,20134.7
P05075,Karapakkam,996,70,1,1,3,No,2.2,2.8,2.5,2217460,42462,4246.2
P01828,Karapakkam,776,5,1,1,2,No,4.8,4,4.4,2877980,108724,10872.4
P09219,T Nagar,1818,3,2,1,5,Yes,4.7,3.1,3.9,3345050,120422,12042.2
P03106,Chrompet,1063,39,1,1,3,Yes,4.2,2.9,3.55,2971090,153346,15334.6
P06014,KK Nagar,2054,43,3,2,5,No,4.2,3,3.6,5932820,160347,16034.7
P03616,Anna Nagar,1513,133,1,1,4,Yes,4.9,2.8,3.85,3432350,166082,16608.2
P07837,Velachery,1925,112,3,2,5,No,2.3,4.9,3.6,3523760,185461,18546.1
P08157,Chrompet,1231,199,2,1,4,Yes,2.9,2.7,2.8,2768160,148295,14829.5
P08092,Chrompet,1031,59,1,1,3,Yes,3.9,3.1,3.5,3002440,90983,9098.3
P04165,Velachery,1819,14,3,2,5,No,4.8,2.8,3.8,3403550,223358,22335.8
P07743,Velachery,1610,53,2,1,4,Yes,4.2,2.6,3.4,5639550,211483,21148.3
P02681,KK Nagar,2109,85,3,2,5,Yes,2.8,3.9,3.35,5820760,133392,13339.2
P05206,KK Nagar,1811,12,3,2,5,Yes,4,4.8,4.4,4191740,90632,9063.2
P02032,Chrompet,1146,116,1,1,3,Yes,4.4,3.8,4.1,2236950,124275,12427.5
P06819,Velachery,1769,92,2,1,4,Yes,4.2,3.3,3.75,4936550,260540,26054
P00323,Anna Nagar,1960,18,2,1,5,Yes,2.8,3.5,3.15,5539240,233231,23323.1
P01858,Karapakkam,728,34,1,1,2,Yes,4.4,3.1,3.75,4024850,137016,13701.6
P07001,T Nagar,1575,30,1,1,4,No,4,3.9,3.95,6869630,111399,11139.9
P02924,Karapakkam,1324,11,1,1,3,No,4.2,2.5,3.35,3961500,256962,25696.2
P07738,Velachery,1833,192,3,2,5,Yes,4.4,3.7,4.05,4115090,105817,10581.7
P08886,Adyar,1132,15,1,1,3,No,2.2,3,2.6,4084130,102103,10210.3
P05863,Chrompet,1032,118,1,1,3,No,4.5,3,3.75,2407460,58111,5811.1
P03872,Karapakkam,1483,191,2,2,4,No,3.9,2.8,3.35,3524940,80570,8057
P09499,Chrompet,1164,67,1,1,3,No,2.7,3.1,2.9,3201500,59287,5928.7
P00090,Chrompet,921,163,1,1,3,Yes,3.3,4.9,4.1,2462560,115433,11543.3
P04828,Karapakkam,1047,46,1,1,3,Yes,4.8,4.1,4.45,3038340,143921,14392.1
P08064,Chrompet,1112,122,1,1,3,Yes,3.2,2.1,2.65,4034110,230521,23052.1
P04989,Anna Nagar,1913,171,2,1,5,No,3.2,4.5,3.85,7649060,339958,33995.8
P09053,T Nagar,1653,101,1,1,4,Yes,4.1,4.1,4.1,4369970,150218,15021.8
P05487,Karapakkam,1524,21,2,2,4,No,3.6,3.4,3.5,3409850,94315,9431.5
P05116,Karapakkam,678,57,1,1,2,Yes,3.6,4.6,4.1,1947450,149305,14930.5
P03865,Karapakkam,1344,113,2,2,4,No,4.1,2.7,3.4,3305100,115679,11567.9
P07675,Chrompet,1193,116,1,1,3,Yes,4.5,3.9,4.2,4057830,86954,8695.4
P06087,Adyar,1021,109,1,1,3,No,4,4.4,4.2,3544120,30378,3037.8
P08914,Adyar,1162,196,1,1,3,Yes,4.4,2.5,3.45,4743840,39532,3953.2
P06352,KK Nagar,2390,53,4,2,6,No,3,3.2,3.1,4042100,185718,18571.8
P05188,Chrompet,1154,39,1,1,3,Yes,4.8,2.2,3.5,2360660,154351,15435.1
P07517,Adyar,941,93,1,1,3,Yes,3.4,3.4,3.4,4784600,41011,4101.1
P02563,Adyar,892,79,1,1,3,No,3,3.3,3.15,2356300,30209,3020.9
P04365,Velachery,1552,144,2,1,4,No,3.5,4.8,4.15,2381090,86585,8658.5
P03427,Velachery,1706,111,2,1,4,Yes,2.9,4,3.45,3579440,238629,23862.9
P00053,Ann Nagar,1854,182,2,1,5,No,4.6,4.7,4.65,4477610,81411,8141.1
P02407,Karapakkam,588,166,1,1,2,Yes,4.6,2.2,3.4,2155590,62582,6258.2
P09278,T Nagar,1924,181,2,1,5,Yes,3.7,3.9,3.8,4796250,126217,12621.7
P00819,Chrompet,1160,60,1,1,3,No,4,4,4,2337780,152855,15285.5
P02699,Anna Nagar,1645,123,1,1,4,No,2.7,2.1,2.4,5590490,108203,10820.3
P07315,KK Nagar,2374,20,4,2,6,Yes,4.7,3,3.85,7735740,415089,41508.9
P03798,Chrompet,1227,195,2,1,4,Yes,4.2,4,4.1,4161150,186534,18653.4
P04858,Velachery,1972,37,3,2,5,No,5,3.1,4.05,3733740,86163,8616.3
P05398,KK Nagar,2096,8,3,2,5,No,4.4,4.6,4.5,4054130,175314,17531.4
P02732,Chrompet,1115,30,1,1,3,No,3.3,3.8,3.55,3023690,108853,10885.3
P07628,Velachery,1598,93,2,1,4,No,3.5,3.3,3.4,3317200,170599,17059.9
P07796,Velachery,1864,73,3,2,5,No,3.7,3.4,3.55,3803320,137342,13734.2
P01698,Chrompet,1054,60,1,1,3,Yes,2.4,4.3,3.35,3460790,179961,17996.1
P06322,KK Nagar,2317,146,4,2,6,No,4,3.6,3.8,3517210,105516,10551.6
P00682,Chrompet,1237,46,2,1,4,No,2.4,3.6,3,2439760,29277,2927.7
P08483,Anna Nagar,1503,120,1,1,4,Yes,2.3,5,3.65,3832440,119764,11976.4
P00907,Chrompet,1154,97,1,1,3,Yes,2.7,4.3,3.5,2790940,78495,7849.5
P05457,Karapakkam,685,27,1,1,2,Yes,3.6,4.4,4,2545550,130237,13023.7
P05090,Adyar,1117,142,1,1,3,Yes,3.4,4.6,4,3938190,118146,11814.6
P03120,Karapakkam,565,88,1,1,2,Yes,3.4,2.4,2.9,2082020,113153,11315.3
P02154,Karapakkam,1330,75,1,1,3,Yes,2,3.1,2.55,4915750,117978,11797.8
P07896,Anna Nagar,1985,139,2,1,5,No,4.5,3.4,3.95,5193780,168798,16879.8
P09277,Adyar,1073,35,1,1,3,Yes,5,3.2,4.1,2313680,77123,7712.3
P03444,Karapakkam,1400,22,2,2,4,No,3.7,2.5,3.1,3379800,172920,17292
P04947,Chrompet,1201,178,2,1,4,Yes,3.4,3.3,3.35,2867160,53759,5375.9
P09792,Velachery,1573,38,2,1,4,Yes,3.5,2.2,2.85,3376380,73003,7300.3
P00594,Chrompet,925,135,1,1,3,No,2.1,4,3.05,2676650,77709,7770.9
P07296,Velachery,1808,29,3,2,5,Yes,2.2,4,3.1,3155920,189355,18935.5
P04822,Karapakkam,765,3,1,1,2,No,4.1,3.8,3.95,2973990,82995,8299.5
P06151,Chrompet,953,143,1,1,3,Yes,3.9,2.5,3.2,2431900,116731,11673.1
P02574,KK Nagar,2018,103,3,2,5,Yes,3.5,4.8,4.15,4588480,248026,24802.6
P01962,KK Nagar,2404,126,4,2,6,Yes,2.3,3.4,2.85,5733610,293051,29305.1
P00734,Chrompet,1050,9,1,1,3,Yes,3.7,4.2,3.95,4323740,54047,5404.7
P06456,KK Nagar,1764,164,2,1,4,Yes,3.7,2.6,3.15,6238270,374296,37429.6
P09317,Adyar,1044,6,1,1,3,Yes,2.9,2.7,2.8,3388240,71331,7133.1
P07087,KK Nagar,1319,162,1,1,3,Yes,3.9,4.7,4.3,5369190,268460,26846
P00533,Anna Nagar,1589,49,1,1,4,No,4.9,4.8,4.85,3734930,149397,14939.7
P06905,T Nagar,1878,60,2,1,5,No,3.9,2,2.95,3504700,84596,8459.6
P08714,Chrompet,1075,182,1,1,3,No,4.7,3.3,4,2316560,120118,12011.8
P07452,KK Nagar,1323,114,1,1,3,Yes,3.5,3.7,3.6,3404250,165349,16534.9
P02642,KK Nagar,2096,11,3,2,5,Yes,3.8,3.4,3.6,5418120,295534,29553.4
P04838,Velachery,1609,10,2,1,4,No,3.9,4.6,4.25,4657950,276566,27656.6
P04998,Karapakkam,1573,156,2,2,4,Yes,4.9,3,3.95,4063200,152370,15237
P09966,Velachery,1698,82,2,1,4,No,3.5,3.1,3.3,4579140,228957,22895.7
P06647,Karapakkam,1476,125,2,2,4,Yes,4.4,4.6,4.5,4015660,188972,18897.2
P09156,Velachery,1732,112,2,1,4,No,3.5,2.8,3.15,3055140,179714,17971.4
P02353,T Nagar,1877,106,2,1,5,Yes,2.9,2.7,2.8,5555030,263864,26386.4
P00428,Anna Nagar,1736,172,1,1,4,No,2.7,2.9,2.8,4293530,127646,12764.6
P04626,Karapakkam,1382,110,2,2,4,Yes,5,5,5,3490550,239352,23935.2
P01274,Chrompet,884,168,1,1,3,No,3.2,4.4,3.8,2229360,37156,3715.6
P08557,Anna Nagar,1560,109,1,1,4,No,4.4,4.4,4.4,4182940,182333,18233.3
P08180,T Nagar,1928,27,2,1,5,Yes,2,4.6,3.3,4407320,207404,20740.4
P01047,Chrompet,1197,199,1,1,3,No,4.7,4.1,4.4,2897500,115900,11590
P07316,Chrompet,840,101,1,1,3,No,2.8,3.1,2.95,2232640,118609,11860.9
P00971,Anna Nagar,1940,13,2,1,5,No,4.7,3,3.85,5473800,82107,8210.7
P06497,KK Nagar,1751,96,2,1,4,No,4.6,2.7,3.65,3250730,118208,11820.8
P02963,KK Nagar,1502,78,2,1,4,Yes,2.6,2.7,2.65,4914220,146381,14638.1
P05716,KK Nagar,2173,59,3,2,5,Yes,2.4,4,3.2,4486390,184057,18405.7
P01224,Chrompet,809,87,1,1,3,Yes,4,2.3,3.15,3573840,161399,16139.9
P07785,Adyar,769,141,1,1,2,No,4.5,3.5,4,2088170,5354,535.4
P02578,Velachery,1726,118,2,1,4,No,3.7,2.4,3.05,4061190,131714,13171.4
P05583,Anna Nagar,1530,48,1,1,4,No,3.1,4.8,3.95,7216810,208908,20890.8
P03419,Karapakkam,1641,135,2,2,4,Yes,4.1,2.8,3.45,2783850,76556,7655.6
P04396,Anna Nagar,1602,56,1,1,4,No,4.7,3,3.85,3632180,157395,15739.5
P09548,Chrompet,1230,149,2,1,4,No,3.9,4,3.95,2369310,56864,5686.4
P03482,Karapakkam,904,111,1,1,3,Yes,4.1,3.7,3.9,1437810,104568,10456.8
P06124,KK Nagar,1520,5,2,1,4,No,4.8,2.2,3.5,3770260,226216,22621.6
P05411,Karapakkam,1255,105,1,1,3,Yes,2.6,2.6,2.6,1927660,74619,7461.9
P04392,Velachery,1720,4,2,1,4,Yes,2.2,3.8,3,4613460,174563,17456.3
P09025,Chrompet,1294,49,2,1,4,No,3.1,3.3,3.2,4315010,161813,16181.3
P01871,Chrompet,1170,199,1,1,3,No,4.8,3.6,4.2,2324930,77498,7749.8
P04161,KK Nagar,1332,61,1,1,3,No,3.9,4.5,4.2,3824070,145679,14567.9
P06111,KK Nagar,2134,69,3,2,5,Yes,3.8,3.6,3.7,6232330,178067,17806.7
P03948,KK Nagar,1648,133,2,1,4,Yes,4.6,5,4.8,4249870,202375,20237.5
P09900,Velachery,1891,84,3,2,5,No,3.7,4.4,4.05,3304030,120147,12014.7
P08280,T Nagar,1560,85,1,1,4,Yes,4.3,3.8,4.05,5895240,239494,23949.4
P07149,Adyar,858,63,1,1,3,No,3.5,3.5,3.5,2022280,76519,7651.9
P02981,KK Nagar,2159,162,3,2,5,Yes,4.7,4.8,4.75,4991950,118856,11885.6
P05458,Chrompet,830,10,1,1,3,Yes,5,2.6,3.8,2411670,43066,4306.6
P02835,Velachery,1824,117,3,2,5,No,4.8,4.8,4.8,3645810,166666,16666.6
P06366,T Nagar,1508,197,1,1,4,No,4.4,4.1,4.25,4620600,106629,10662.9
P03750,Karapakkam,1288,28,1,1,3,No,2.2,4.1,3.15,3201410,193769,19376.9
P08828,Chrompet,1298,47,2,1,4,No,4.7,4.2,4.45,2922560,113131,11313.1
P01532,Chrompet,992,11,1,1,3,No,2.5,4.8,3.65,3665430,37918,3791.8
P08495,Anna Nagar,1802,142,2,1,5,No,2.8,3.5,3.15,4078300,107955,10795.5
P05071,KK Nagar,1447,3,2,1,4,Yes,4.9,3.5,4.2,5141480,164527,16452.7
P01515,Velachery,1579,30,2,1,4,Yes,2.1,3.4,2.75,3649700,164237,16423.7
P04214,Karapakkam,762,195,1,1,2,Yes,3.3,4.5,3.9,2532590,123685,12368.5
P08661,Chrompet,1104,118,1,1,3,No,4.3,3.7,4,3151380,114596,11459.6
P08073,Chrompet,902,124,1,1,3,No,3,2.4,2.7,2304000,64512,6451.2
P07965,Velachery,1829,26,3,2,5,Yes,3.1,2.5,2.8,4553300,193170,19317
P06258,Anna Nagar,1728,141,1,1,4,No,3.9,4,3.95,4149170,80306,8030.6
P03176,Karapakkam,1623,183,2,2,4,Yes,2.2,4.4,3.3,4355060,320225,32022.5
P01486,Karapakkam,1120,162,1,1,3,Yes,3.4,4.4,3.9,3826260,196484,19648.4
P06421,T Nagar,1648,53,1,1,4,No,4.4,4.9,4.65,3928570,207983,20798.3
P02467,Karapakkam,751,124,1,1,2,Yes,5,3.9,4.45,3436840,156220,15622
P09880,Velchery,1602,40,2,1,4,No,4.8,3.1,3.95,4911000,177342,17734.2
P08551,Chrompet,771,190,1,1,2,Yes,2.1,3.8,2.95,2629900,136755,13675.5
P04576,Adyar,992,158,1,1,3,No,4.3,2,3.15,2895960,86096,8609.6
P04220,Karapakkam,914,179,1,1,3,Yes,3.6,2.5,3.05,2682080,117341,11734.1
P02456,Adyar,669,97,1,1,2,Yes,3.8,4.4,4.1,2674940,108669,10866.9
P08036,Anna Nagar,1517,37,1,1,4,No,3.9,2.1,3,3055430,59137,5913.7
P08910,Velachery,1874,6,3,2,5,Yes,3.3,4.7,4,6774710,201410,20141
P07186,KK Nagar,1799,83,3,2,5,No,5,3.7,4.35,4165050,119001,11900.1
P07604,KK Nagar,2475,16,4,2,6,No,2.7,2.4,2.55,4257250,184481,18448.1
P03935,T Nagar,1819,50,2,1,5,Yes,4.2,3.5,3.85,4994630,170869,17086.9
P08029,Chrompet,771,64,1,1,2,Yes,4,4.1,4.05,2434440,23559,2355.9
P05677,T Nagar,1593,16,1,1,4,No,2.6,2,2.3,5121940,229604,22960.4
P03437,Karapakkam,1688,4,2,2,4,Yes,3.1,2.2,2.65,3045740,159539,15953.9
P08631,Velachery,1891,30,3,2,5,Yes,3,4.4,3.7,5798630,181207,18120.7
P03945,Karapakkam,1144,55,1,1,3,Yes,4.1,4.1,4.1,1516730,85948,8594.8
P02826,Karapakkam,817,79,1,1,2,Yes,2.9,4.4,3.65,4607400,191975,19197.5
P04987,Adyar,1196,105,1,1,3,No,4.2,3,3.6,5544000,29179,2917.9
P06510,Karapakkam,1377,176,2,2,4,No,2.6,4.8,3.7,2551920,143954,14395.4
P00686,T Nagar,1640,85,1,1,4,No,4.6,2.4,3.5,3495070,204883,20488.3
P02161,Karapakkam,1377,24,2,2,4,No,4.6,3.8,4.2,2200710,94316,9431.6
P08416,Chrompet,1004,35,1,1,3,No,4.4,2.3,3.35,2478170,102545,10254.5
P00381,Chrompet,1080,23,1,1,3,Yes,2.3,4.5,3.4,3049790,32676,3267.6
P08789,Anna Nagar,1753,37,1,1,4,Yes,4.9,4.8,4.85,7966320,146748,14674.8
P08106,Adyar,968,196,1,1,3,No,4.9,4.5,4.7,3686640,66170,6617
P07328,Chrompet,1189,149,1,1,3,No,3.1,3.7,3.4,2406120,124454,12445.4
P08341,Chrompet,738,188,1,1,2,Yes,4.2,2,3.1,1952450,108470,10847
P01882,Karapakkam,1477,38,2,2,4,Yes,4.7,4.3,4.5,4606740,112818,11281.8
P07465,Chrompet,1065,118,1,1,3,No,3.3,5,4.15,4073690,118269,11826.9
P07398,T Nagar,1700,139,1,1,4,Yes,3.2,4.7,3.95,4557410,187658,18765.8
P08097,KK Nagar,1907,55,3,2,5,Yes,2.1,4.2,3.15,3475460,278037,27803.7
P01917,Velachery,1581,104,2,1,4,No,4.3,2.8,3.55,4252310,133644,13364.4
P02889,KK Nagar,1628,69,2,1,4,No,4.6,2.7,3.65,6302380,241368,24136.8
P08846,T Nagar,1961,10,2,1,5,Yes,5,2.6,3.8,4884320,189946,18994.6
P05148,Chrompet,1048,130,1,1,3,No,4.1,2,3.05,4148020,50279,5027.9
P08538,Chrompet,1100,37,1,1,3,Yes,3.3,3.9,3.6,3277950,102436,10243.6
P00788,Chrompet,1018,140,1,1,3,No,3.9,2.1,3,2866670,153572,15357.2
P02173,T Nagar,1921,103,2,1,5,No,3.3,4.2,3.75,8346260,396448,39644.8
P08242,KK Nagar,1586,173,2,1,4,Yes,4.1,4.4,4.25,4075730,203786,20378.6
P01823,Karapakkam,1529,158,2,2,4,Yes,2.5,2.5,2.5,3615230,168150,16815
P00222,Anna Nagar,1685,37,1,1,4,No,3.8,4.7,4.25,4806820,164444,16444.4
P02038,Anna Nagar,1821,108,2,1,5,No,4.9,3.8,4.35,4299660,98278,9827.8
P02612,Karapakkam,1475,182,2,2,4,Yes,3.9,4.6,4.25,3197040,185092,18509.2
P08372,Adyar,1018,22,1,1,3,No,4,2.4,3.2,3085780,121561,12156.1
P09326,Anna Nagar,1773,6,1,1,4,No,3.8,3,3.4,4340270,230577,23057.7
P09562,Chrompet,941,58,1,1,3,Yes,2.7,4.5,3.6,3499560,155536,15553.6
P00876,Chrompet,1058,15,1,1,3,Yes,2.8,4.9,3.85,2755980,133354,13335.4
P05731,KK Nagar,2404,112,4,2,6,No,3.3,3,3.15,7964660,325827,32582.7
P04111,Anna Nagar,1714,178,1,1,4,Yes,4.4,3,3.7,4356280,87126,8712.6
P04527,Adyar,811,122,1,1,3,Yes,4.2,4.6,4.4,3438830,128956,12895.6
P09430,Adyar,777,126,1,1,2,Yes,3.8,2.9,3.35,2574860,83060,8306
P04667,KK Nagar,2477,20,4,2,6,Yes,3.4,2.7,3.05,9061910,327771,32777.1
P02870,Anna Nagar,1965,144,2,1,5,Yes,4.5,3.6,4.05,7694130,197849,19784.9
P09496,Anna Nagar,1715,32,1,1,4,No,2,4.7,3.35,5216100,82359,8235.9
P05664,KK Nagar,1668,91,2,1,4,No,4.5,2.1,3.3,4471120,188781,18878.1
P09282,Velachery,1738,199,2,1,4,Yes,3.9,4.6,4.25,3607580,103074,10307.4
P02260,Anna Nagar,1682,111,1,1,4,Yes,4.1,3.4,3.75,3557480,166016,16601.6
P04508,KK Nagar,2055,110,3,2,5,Yes,2.2,3,2.6,5654830,335755,33575.5
P06802,Chrompet,820,197,1,1,3,Yes,4.6,4.3,4.45,3563560,91963,9196.3
P04380,Chrompet,951,176,1,1,3,Yes,4.7,4,4.35,2604340,86811,8681.1
P07227,Velachery,1919,104,3,2,5,No,4.2,2.8,3.5,5846730,164908,16490.8
P03341,Chrompet,985,147,1,1,3,No,2.3,3,2.65,2802380,36160,3616
P00131,Chrompet,1262,82,2,1,4,No,2.6,2.6,2.6,3939520,168836,16883.6
P00576,Anna Nagar,1577,134,1,1,4,No,2.9,4.5,3.7,3701900,119416,11941.6
P07166,Anna Nagar,1604,36,1,1,4,Yes,2,2.9,2.45,5606890,252310,25231
P06251,KK Nagar,1926,180,3,2,5,Yes,4.5,3.9,4.2,4951980,99040,9904
P06237,T Nagar,1750,133,1,1,4,No,4.2,4.4,4.3,4635730,252858,25285.8
P01514,Karapakkam,1676,4,2,2,4,No,4.7,3.4,4.05,3464640,115488,11548.8
P04007,Chrompet,913,163,1,1,3,Yes,2.8,2.2,2.5,3276670,157765,15776.5
P06923,Chrompet,887,98,1,1,3,Yes,3.8,2.1,2.95,2493620,31170,3117
P06633,KK Nagar,1307,42,1,1,3,No,4.1,3.7,3.9,3090620,209365,20936.5
P09927,Velachery,1604,64,2,1,4,Yes,3.8,2.4,3.1,4588560,140206,14020.6
P00997,Chrompet,802,93,1,1,3,No,2.7,4.4,3.55,2390270,112044,11204.4
P07393,Adyar,1250,94,2,2,4,Yes,3.8,3.8,3.8,4830390,177114,17711.4
P01587,KK Nagar,1506,74,2,1,4,Yes,4.9,4.5,4.7,3312480,110416,11041.6
P07244,Adyar,931,19,1,1,3,Yes,3.9,2.4,3.15,3336100,76987,7698.7
P09172,T Nagar,1847,142,2,1,5,Yes,2.6,4.7,3.65,8063400,239723,23972.3
P08944,Anna Nagar,1774,55,1,1,4,No,3.8,4.6,4.2,4479490,203613,20361.3
P06147,KK Nagar,1734,197,2,1,4,No,4.8,4.3,4.55,5161270,206451,20645.1
P07095,Chrompet,1140,77,1,1,3,Yes,3.9,2.4,3.15,3472560,119369,11936.9
P01019,Anna Nagar,1956,54,2,1,5,No,4.2,2.7,3.45,6477320,410230,41023
P03439,Chrompet,875,134,1,1,3,No,4.4,4.8,4.6,2474500,141400,14140
P01612,Adyar,1048,110,1,1,3,No,2.1,3,2.55,2604090,104164,10416.4
P06906,Anna Nagar,1874,10,2,1,5,No,4.8,2.2,3.5,6356030,269650,26965
P08532,Adyar,666,52,1,1,2,Yes,2,4.9,3.45,2607780,122240,12224
P07438,Adyar,955,45,1,1,3,Yes,3.6,4.3,3.95,3429400,143814,14381.4
P08759,Adyar,610,73,1,1,2,No,4,2.7,3.35,3214000,90651,9065.1
P07920,Chrompet,757,127,1,1,2,No,3.6,3.5,3.55,2022890,67430,6743
P07766,Velachery,1794,126,2,1,4,Yes,4.4,3.7,4.05,3530350,125270,12527
P04487,KK Nagar,2221,174,4,2,6,Yes,4.8,3.8,4.3,5463610,177885,17788.5
P08719,T Nagar,1652,32,1,1,4,Yes,3.7,3.3,3.5,3905980,201599,20159.9
P01050,T Nagar,1770,39,1,1,4,No,4.9,2.7,3.8,5719070,265528,26552.8
P08834,Velachery,1719,86,2,1,4,Yes,3.7,3.7,3.7,2873990,153279,15327.9
P01117,Anna Nagar,1805,83,2,1,5,Yes,5,2.6,3.8,5649680,183615,18361.5
P06383,Karapakkam,690,112,1,1,2,Yes,2.6,4.4,3.5,1487490,52263,5226.3
P08791,Chrompet,934,139,1,1,3,Yes,2.2,4.1,3.15,3438300,114610,11461
P03327,KK Nagar,1397,94,2,1,4,Yes,4.9,4.6,4.75,3070190,143276,14327.6
P08744,T Nagar,1989,23,2,1,5,No,2.7,2,2.35,8493200,370216,37021.6
P06197,Karapakkam,538,126,1,1,2,Yes,2.2,3.6,2.9,3071930,61439,6143.9
P10006,Velachery,1803,153,3,2,5,No,2.6,2.1,2.35,4380100,136878,13687.8
P09926,Velachery,1607,70,2,1,4,Yes,2.4,4.9,3.65,3857820,125379,12537.9
P01884,Adyar,1045,43,1,1,3,Yes,2,2.5,2.25,2560820,56018,5601.8
P02777,Velachery,1683,169,2,1,4,Yes,2.5,3,2.75,2900360,77343,7734.3
P07670,Chrompet,1250,24,2,1,4,No,2.3,4,3.15,3158050,47849,4784.9
P08093,Chrompet,804,165,1,1,3,No,2,3.2,2.6,2116970,77622,7762.2
P00337,Chrompet,988,94,1,1,3,Yes,3.2,3.9,3.55,3587420,203287,20328.7
P08727,Chrompet,1126,79,1,1,3,Yes,3.8,2.4,3.1,4126750,133121,13312.1
P02046,Chrompet,844,143,1,1,3,No,3.2,3.6,3.4,3332450,66649,6664.9
P01930,Chrompet,1275,197,2,1,4,Yes,4.7,4.4,4.55,4064670,70081,7008.1
P09089,Adyar,912,199,1,1,3,No,2.8,3.8,3.3,2532800,94075,9407.5
P04003,Karapakkam,743,89,1,1,2,No,4.2,3.7,3.95,2374930,81426,8142.6
P00307,T Nagar,1651,57,1,1,4,No,2.1,3.2,2.65,3570180,178509,17850.9
P08432,Anna Nagar,1674,85,1,1,4,No,3.8,3.6,3.7,4752600,77069,7706.9
P04912,Chrompet,1116,68,1,1,3,No,3,3,3,2407510,46298,4629.8
P07728,KK Nagar,2082,131,3,2,5,Yes,3.9,3.3,3.6,4918340,275907,27590.7
P01784,Adyar,728,125,1,1,2,Yes,4.9,3.1,4,3465770,54723,5472.3
P03567,KK Nagar,2167,185,3,2,5,No,4.2,2.6,3.4,5637100,115043,11504.3
P09849,Velachery,1730,31,2,1,4,Yes,2.4,3.3,2.85,5087120,274979,27497.9
P05587,Karapakkam,1338,78,2,2,4,No,2.5,4,3.25,4348110,122639,12263.9
P03707,Karapakkam,905,120,1,1,3,No,2.9,4,3.45,2601400,58532,5853.2
P00291,Chrompet,903,90,1,1,3,No,3.7,3.2,3.45,1866110,107660,10766
P03307,Karapakkam,580,20,1,1,2,Yes,4.4,4.2,4.3,1604130,43749,4374.9
P01702,KK Nagar,1958,4,3,2,5,Yes,4.4,3.9,4.15,4328980,136705,13670.5
P02803,KK Nagar,1699,191,2,1,4,Yes,2.6,3.6,3.1,3655780,194213,19421.3
P08652,Chrompet,1097,69,1,1,3,No,3.5,2,2.75,2490820,35583,3558.3
